INCIDENT_DATETIME,INCIDENT_RESPONSE_SECONDS_QY,DISPATCH_RESPONSE_SECONDS_QY,TRAVEL_TIME_SECONDS_QY,ENGINES_ASSIGNED_QUANTITY,LADDERS_ASSIGNED_QUANTITY,INCIDENT_CLASSIFICATION_GROUP,PROPERTY_USE_DESCRIPTION,BOROUGH,ZIPCODE,CITY_COUNCIL_DIST,LATITUDE,LONGITUDE,YEAR,MONTH,DAY_OF_WEEK,HOUR
2024-06-07 22:55:00,933,455,300,1,2,OUTSIDE FIRE,Residential - Multifamily,QUEENS,10001,29,40.852115,-74.125873,2024,6,Tue,22
2015-10-14 08:11:00,737,514,157,2,0,UNUSUAL INCIDENT,Commercial - Mercantile,BROOKLYN,10451,8,40.577038,-73.788846,2015,10,Fri,8
2021-07-23 18:45:00,539,216,239,2,1,GARBAGE FIRE,Transportation,BRONX,10452,32,40.647833,-74.067438,2021,7,Thu,18
2019-03-14 07:10:00,876,484,337,2,0,CAR FIRE,Assembly,BROOKLYN,11205,47,40.907948,-73.791642,2019,3,Sat,7
2018-04-20 02:51:00,762,202,529,3,3,NONSTRUCTURAL FIRE,Storage,QUEENS,10451,8,40.707158,-73.840533,2018,4,Fri,2
2015-08-04 11:48:00,758,299,168,4,2,UTILITY EMERGENCY,Assembly,BRONX,10302,14,40.563842,-73.886786,2015,8,Mon,11
2016-03-06 16:53:00,697,161,266,3,0,NONSTRUCTURAL FIRE,Storage,MANHATTAN,10451,7,40.541574,-74.171036,2016,3,Thu,16
2024-04-07 04:59:00,1045,215,554,1,2,UNUSUAL INCIDENT,Healthcare,QUEENS,10031,40,40.820141,-74.058279,2024,4,Thu,4
2016-10-07 15:51:00,700,141,384,3,0,NONSTRUCTURAL FIRE,Assembly,BROOKLYN,10302,9,40.640137,-74.23268,2016,10,Tue,15
2023-11-11 07:40:00,568,291,183,1,0,APPLIANCE FIRE,Residential - Multifamily,QUEENS,10002,21,40.807963,-74.231582,2023,11,Thu,7
2016-08-09 01:50:00,1231,475,510,4,0,STRUCTURAL FIRE,Educational,QUEENS,10452,14,40.84907,-73.817121,2016,8,Sun,1
2023-01-26 08:19:00,593,202,354,2,4,STRUCTURAL FIRE,Storage,MANHATTAN,10001,44,40.714384,-74.259797,2023,1,Fri,8
2017-01-22 20:53:00,619,208,202,1,1,CAR FIRE,Residential - Multifamily,BRONX,10301,17,40.90923,-73.908176,2017,1,Sat,20
2022-08-25 18:11:00,696,254,237,4,0,UTILITY EMERGENCY,Residential - Single Family,STATEN ISLAND,10301,34,40.617021,-74.062775,2022,8,Tue,18
2017-04-04 00:35:00,809,104,507,3,1,ELECTRICAL FIRE,Residential - Single Family,BROOKLYN,11205,34,40.813014,-73.817655,2017,4,Wed,0
2020-05-03 02:29:00,755,369,238,1,1,OUTSIDE FIRE,Commercial - Office,BROOKLYN,10031,37,40.666043,-73.956693,2020,5,Thu,2
2023-02-15 16:18:00,557,107,253,1,2,ELECTRICAL FIRE,Storage,MANHATTAN,11205,11,40.713869,-74.072132,2023,2,Sun,16
2022-02-18 05:25:00,1053,355,405,2,2,ELECTRICAL FIRE,Transportation,BROOKLYN,10002,16,40.572909,-73.994855,2022,2,Mon,5
2021-12-01 14:28:00,499,136,273,1,1,GARBAGE FIRE,Commercial - Office,MANHATTAN,11201,49,40.812877,-74.232413,2021,12,Fri,14
2017-01-20 13:10:00,870,541,194,1,0,UNUSUAL INCIDENT,Educational,BRONX,10302,5,40.541045,-74.083952,2017,1,Tue,13
2019-12-07 05:14:00,464,262,183,2,3,CAR FIRE,Healthcare,BRONX,10451,51,40.71757,-74.225893,2019,12,Thu,5
2017-09-14 14:40:00,870,266,524,3,2,UTILITY EMERGENCY,Commercial - Office,BRONX,10302,28,40.896433,-74.055661,2017,9,Sun,14
2018-01-09 19:30:00,563,189,362,1,1,NONSTRUCTURAL FIRE,Commercial - Mercantile,BROOKLYN,11205,39,40.53703,-74.252745,2018,1,Wed,19
2020-01-11 08:13:00,973,322,415,3,0,ELECTRICAL FIRE,Transportation,BROOKLYN,11205,14,40.629596,-73.86837,2020,1,Wed,8
2021-01-19 23:18:00,1042,231,524,2,2,OUTSIDE FIRE,Residential - Multifamily,BROOKLYN,11205,9,40.574057,-74.140008,2021,1,Sun,23
2024-04-23 11:50:00,814,110,532,2,1,MAJOR FIRE,Assembly,BRONX,10301,27,40.71871,-73.86958,2024,4,Mon,11
2023-03-02 23:47:00,518,137,304,2,3,ELECTRICAL FIRE,Residential - Single Family,BRONX,10302,4,40.508131,-73.709389,2023,3,Thu,23
2015-07-14 14:25:00,1040,120,712,2,0,APPLIANCE FIRE,Industrial,BROOKLYN,11205,31,40.867959,-73.970555,2015,7,Tue,14
2020-05-23 21:24:00,674,140,476,3,1,CAR FIRE,Commercial - Mercantile,BRONX,10031,46,40.598254,-73.802716,2020,5,Wed,21
2016-01-23 12:40:00,879,179,584,3,0,OUTSIDE FIRE,Healthcare,BROOKLYN,10031,32,40.801393,-73.906667,2016,1,Tue,12
2016-02-06 12:27:00,1081,364,455,2,2,ELECTRICAL FIRE,Healthcare,BROOKLYN,10452,6,40.901266,-73.8313,2016,2,Wed,12
2024-04-04 18:52:00,626,192,242,2,3,OUTSIDE FIRE,Residential - Multifamily,BROOKLYN,10031,31,40.829358,-74.003716,2024,4,Sat,18
2018-06-13 20:04:00,377,111,187,1,1,STRUCTURAL FIRE,Residential - Single Family,QUEENS,11201,4,40.873135,-73.931901,2018,6,Fri,20
2016-06-22 12:23:00,785,197,416,1,3,MAJOR FIRE,Industrial,MANHATTAN,10452,46,40.790065,-73.997903,2016,6,Sun,12
2017-04-26 21:55:00,856,520,205,1,2,STRUCTURAL FIRE,Commercial - Office,QUEENS,10001,16,40.892598,-74.096519,2017,4,Tue,21
2020-08-24 12:31:00,685,264,216,2,1,UTILITY EMERGENCY,Assembly,MANHATTAN,10031,36,40.87323,-74.252868,2020,8,Mon,12
2015-12-11 16:40:00,972,174,535,3,4,APPLIANCE FIRE,Healthcare,BROOKLYN,10001,35,40.683943,-73.9522,2015,12,Sun,16
2016-05-08 23:25:00,831,311,498,1,2,UNUSUAL INCIDENT,Transportation,QUEENS,10002,8,40.769212,-73.869366,2016,5,Thu,23
2018-11-04 23:19:00,422,256,144,1,0,UTILITY EMERGENCY,Commercial - Office,STATEN ISLAND,11201,7,40.896496,-73.957559,2018,11,Mon,23
2020-08-24 02:08:00,998,523,382,2,4,UTILITY EMERGENCY,Transportation,BRONX,11205,22,40.579521,-73.873495,2020,8,Sat,2
2017-12-15 13:06:00,625,156,403,1,1,CAR FIRE,Residential - Multifamily,STATEN ISLAND,10002,13,40.760552,-73.970767,2017,12,Mon,13
2015-05-17 15:03:00,511,114,190,1,1,ELECTRICAL FIRE,Commercial - Office,MANHATTAN,10451,21,40.565122,-73.873424,2015,5,Fri,15
2017-10-21 15:06:00,816,371,281,3,1,UNUSUAL INCIDENT,Assembly,BROOKLYN,10031,25,40.701077,-73.967354,2017,10,Mon,15
2021-09-01 13:27:00,1310,240,880,1,0,ELECTRICAL FIRE,Commercial - Office,MANHATTAN,10301,8,40.504757,-74.051017,2021,9,Tue,13
2015-11-25 23:19:00,936,222,422,1,0,UNUSUAL INCIDENT,Educational,BRONX,10301,33,40.694469,-74.215498,2015,11,Sun,23
2021-02-16 02:42:00,972,449,242,1,0,STRUCTURAL FIRE,Assembly,QUEENS,10451,5,40.661209,-73.992311,2021,2,Fri,2
2020-10-27 15:30:00,958,215,574,1,0,STRUCTURAL FIRE,Residential - Single Family,MANHATTAN,10002,1,40.750028,-73.840991,2020,10,Thu,15
2019-05-05 08:01:00,989,349,407,1,2,ELECTRICAL FIRE,Residential - Single Family,BRONX,11205,29,40.518215,-73.913865,2019,5,Thu,8
2020-10-17 02:09:00,793,169,341,2,0,NONSTRUCTURAL FIRE,Healthcare,BROOKLYN,10031,33,40.679723,-74.031297,2020,10,Thu,2
2020-08-11 06:36:00,836,465,197,5,2,ELECTRICAL FIRE,Educational,BROOKLYN,10301,30,40.555937,-74.100436,2020,8,Sat,6
2017-10-17 21:02:00,493,160,301,4,1,UNUSUAL INCIDENT,Healthcare,QUEENS,11201,25,40.616871,-74.036382,2017,10,Sun,21
2018-09-05 01:35:00,710,171,388,1,0,UTILITY EMERGENCY,Transportation,MANHATTAN,11368,19,40.815128,-74.17706,2018,9,Thu,1
2018-04-21 20:28:00,636,240,371,2,1,CAR FIRE,Educational,QUEENS,11368,24,40.520884,-73.956226,2018,4,Wed,20
2023-06-11 05:23:00,1197,648,436,4,1,MAJOR FIRE,Healthcare,BROOKLYN,10301,44,40.711693,-73.863924,2023,6,Mon,5
2024-06-24 17:40:00,1417,170,972,2,2,APPLIANCE FIRE,Transportation,BROOKLYN,11201,13,40.708402,-74.21802,2024,6,Wed,17
2020-08-06 21:19:00,979,159,591,1,0,STRUCTURAL FIRE,Healthcare,MANHATTAN,10302,39,40.761285,-73.935489,2020,8,Sat,21
2017-03-28 23:40:00,772,258,437,3,0,GARBAGE FIRE,Storage,BROOKLYN,10301,4,40.751188,-74.09016,2017,3,Wed,23
2023-10-02 09:01:00,663,238,271,2,0,APPLIANCE FIRE,Educational,QUEENS,10001,18,40.824351,-73.730361,2023,10,Thu,9
2022-01-21 13:50:00,340,138,202,6,0,ELECTRICAL FIRE,Educational,BROOKLYN,10452,49,40.682854,-74.244756,2022,1,Sun,13
2018-03-28 17:21:00,753,317,390,3,2,APPLIANCE FIRE,Commercial - Mercantile,BROOKLYN,10001,42,40.695684,-73.937399,2018,3,Wed,17
2024-04-06 06:42:00,828,401,396,2,1,NONSTRUCTURAL FIRE,Commercial - Mercantile,BROOKLYN,10002,6,40.559623,-73.878847,2024,4,Mon,6
2019-04-01 03:38:00,902,393,332,1,0,STRUCTURAL FIRE,Commercial - Office,BROOKLYN,10002,28,40.851136,-73.877681,2019,4,Wed,3
2022-11-17 15:21:00,715,307,159,2,2,OUTSIDE FIRE,Healthcare,BROOKLYN,11205,36,40.577586,-73.801322,2022,11,Tue,15
2022-08-25 13:11:00,778,226,520,4,2,UNUSUAL INCIDENT,Commercial - Office,MANHATTAN,10002,50,40.729568,-73.965754,2022,8,Fri,13
2024-06-01 06:51:00,476,121,180,2,2,NONSTRUCTURAL FIRE,Assembly,BROOKLYN,10302,38,40.534915,-74.086882,2024,6,Thu,6
2022-09-11 09:00:00,1566,386,966,1,0,MAJOR FIRE,Commercial - Office,BROOKLYN,11368,43,40.76507,-73.754916,2022,9,Sun,9
2023-09-12 18:14:00,878,444,294,2,1,UTILITY EMERGENCY,Residential - Multifamily,QUEENS,10302,51,40.703377,-74.122042,2023,9,Fri,18
2023-03-17 09:49:00,1106,466,539,3,0,GARBAGE FIRE,Industrial,STATEN ISLAND,11201,21,40.580866,-73.945034,2023,3,Fri,9
2020-09-21 00:49:00,909,262,397,2,0,UTILITY EMERGENCY,Educational,BROOKLYN,10302,14,40.858469,-73.702728,2020,9,Mon,0
2024-10-17 19:36:00,907,260,593,3,2,STRUCTURAL FIRE,Assembly,BROOKLYN,10452,38,40.554523,-73.912131,2024,10,Thu,19
2021-12-07 00:45:00,746,144,497,3,1,APPLIANCE FIRE,Commercial - Mercantile,BROOKLYN,11201,31,40.533647,-74.179649,2021,12,Mon,0
2022-11-17 23:26:00,769,251,324,2,1,GARBAGE FIRE,Educational,BROOKLYN,10031,39,40.76437,-73.84361,2022,11,Wed,23
2021-01-22 03:32:00,1362,624,626,3,2,ELECTRICAL FIRE,Educational,QUEENS,10301,47,40.588486,-74.041892,2021,1,Sun,3
2024-01-01 22:52:00,1012,460,313,2,0,ELECTRICAL FIRE,Residential - Multifamily,MANHATTAN,10002,13,40.872006,-73.964544,2024,1,Sun,22
2021-02-19 10:08:00,638,344,197,2,3,ELECTRICAL FIRE,Commercial - Office,BRONX,10002,51,40.543997,-73.966576,2021,2,Tue,10
2020-07-26 01:23:00,900,311,415,2,1,STRUCTURAL FIRE,Commercial - Office,BRONX,10451,25,40.83569,-73.735691,2020,7,Wed,1
2020-12-22 02:30:00,875,403,409,2,0,APPLIANCE FIRE,Commercial - Mercantile,QUEENS,10302,8,40.81032,-74.064228,2020,12,Tue,2
2022-01-19 23:21:00,778,234,355,2,0,UTILITY EMERGENCY,Transportation,BROOKLYN,10452,12,40.641336,-74.189964,2022,1,Wed,23
2023-06-05 02:30:00,973,449,380,2,3,ELECTRICAL FIRE,Educational,BRONX,10451,33,40.654383,-73.906156,2023,6,Tue,2
2016-01-17 05:41:00,512,124,363,1,3,CAR FIRE,Industrial,QUEENS,11201,18,40.762074,-74.24849,2016,1,Thu,5
2021-04-06 06:22:00,595,297,240,1,1,STRUCTURAL FIRE,Educational,STATEN ISLAND,10302,41,40.62559,-73.94301,2021,4,Thu,6
2023-09-08 08:04:00,493,235,230,3,0,UNUSUAL INCIDENT,Residential - Single Family,BROOKLYN,10452,16,40.908846,-74.125933,2023,9,Thu,8
2015-02-02 07:25:00,668,112,527,1,1,ELECTRICAL FIRE,Residential - Multifamily,BRONX,10301,19,40.800925,-74.003586,2015,2,Fri,7
2015-06-08 08:12:00,1143,373,576,1,0,OUTSIDE FIRE,Transportation,BROOKLYN,10301,1,40.856639,-74.07792,2015,6,Wed,8
2021-03-04 14:33:00,794,343,435,2,1,UNUSUAL INCIDENT,Assembly,BRONX,10451,14,40.790064,-73.94903,2021,3,Fri,14
2016-09-23 04:31:00,846,205,350,2,2,ELECTRICAL FIRE,Industrial,BRONX,10001,41,40.709116,-74.117945,2016,9,Wed,4
2019-03-20 15:20:00,1024,304,513,2,0,UTILITY EMERGENCY,Residential - Single Family,BRONX,10001,28,40.502192,-74.169824,2019,3,Thu,15
2024-08-15 18:50:00,803,404,184,4,0,GARBAGE FIRE,Residential - Single Family,BRONX,10452,1,40.527309,-74.076338,2024,8,Fri,18
2024-03-01 08:40:00,699,360,302,1,1,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10001,10,40.717607,-73.973102,2024,3,Sat,8
2022-11-16 08:14:00,797,268,249,1,2,OUTSIDE FIRE,Residential - Single Family,BROOKLYN,10302,6,40.549577,-74.019294,2022,11,Sun,8
2016-04-16 23:17:00,709,205,414,2,1,CAR FIRE,Commercial - Office,MANHATTAN,11205,31,40.592482,-73.713037,2016,4,Sat,23
2021-08-14 02:25:00,707,373,301,3,1,APPLIANCE FIRE,Commercial - Mercantile,QUEENS,10302,32,40.772951,-74.030687,2021,8,Fri,2
2016-12-21 16:37:00,607,189,227,2,1,MAJOR FIRE,Residential - Single Family,BROOKLYN,10452,17,40.726903,-73.719025,2016,12,Sat,16
2022-05-25 10:51:00,987,207,698,2,1,NONSTRUCTURAL FIRE,Educational,BROOKLYN,11205,26,40.598411,-74.249464,2022,5,Wed,10
2022-05-04 07:22:00,586,127,234,3,1,CAR FIRE,Commercial - Mercantile,QUEENS,10451,13,40.724291,-73.904773,2022,5,Mon,7
2022-01-15 06:29:00,1135,171,892,2,0,APPLIANCE FIRE,Residential - Multifamily,MANHATTAN,11205,7,40.65032,-74.079763,2022,1,Sun,6
2021-06-20 15:45:00,348,131,165,6,0,UTILITY EMERGENCY,Residential - Single Family,BROOKLYN,10031,43,40.827441,-74.049858,2021,6,Wed,15
2016-11-27 07:11:00,556,133,285,6,0,UNUSUAL INCIDENT,Residential - Multifamily,MANHATTAN,10002,38,40.515869,-74.037142,2016,11,Wed,7
2017-04-20 08:05:00,800,243,353,2,2,NONSTRUCTURAL FIRE,Educational,BRONX,10031,36,40.730588,-73.978594,2017,4,Thu,8
2024-04-08 21:35:00,658,121,536,2,3,STRUCTURAL FIRE,Educational,BRONX,10301,46,40.552539,-73.852295,2024,4,Wed,21
2021-09-02 08:00:00,1054,172,796,1,3,GARBAGE FIRE,Commercial - Mercantile,BRONX,10031,11,40.693239,-73.970854,2021,9,Thu,8
2019-01-22 16:04:00,1055,523,417,4,2,UNUSUAL INCIDENT,Storage,QUEENS,10452,49,40.604753,-74.164682,2019,1,Fri,16
2021-09-12 11:32:00,1191,489,473,1,1,STRUCTURAL FIRE,Commercial - Mercantile,QUEENS,11205,17,40.610948,-73.877073,2021,9,Sun,11
2019-02-12 17:54:00,865,184,509,1,2,NONSTRUCTURAL FIRE,Healthcare,QUEENS,10001,2,40.69969,-74.030329,2019,2,Wed,17
2015-01-19 02:35:00,822,220,440,2,0,UNUSUAL INCIDENT,Commercial - Office,MANHATTAN,10301,1,40.531977,-74.051003,2015,1,Tue,2
2018-03-22 14:55:00,768,281,409,1,1,OUTSIDE FIRE,Healthcare,BROOKLYN,10302,45,40.822858,-74.239462,2018,3,Wed,14
2019-10-04 18:59:00,1000,518,371,1,1,GARBAGE FIRE,Commercial - Office,BRONX,10301,29,40.565959,-74.207396,2019,10,Thu,18
2015-08-16 07:41:00,726,205,397,5,3,GARBAGE FIRE,Residential - Single Family,BROOKLYN,10002,28,40.511306,-74.098106,2015,8,Fri,7
2023-08-19 08:48:00,905,399,212,4,2,APPLIANCE FIRE,Healthcare,QUEENS,10301,4,40.665847,-74.116001,2023,8,Wed,8
2016-02-19 00:12:00,432,142,259,2,3,ELECTRICAL FIRE,Storage,QUEENS,11201,4,40.800022,-74.166274,2016,2,Fri,0
2019-09-27 23:18:00,1066,275,496,4,3,MAJOR FIRE,Storage,BRONX,11205,9,40.563674,-73.771551,2019,9,Wed,23
2015-03-06 04:12:00,872,399,236,3,2,UTILITY EMERGENCY,Transportation,BROOKLYN,10031,24,40.697488,-74.22556,2015,3,Fri,4
2015-12-22 06:01:00,825,382,404,1,1,CAR FIRE,Educational,BRONX,11201,2,40.524175,-73.727103,2015,12,Fri,6
2015-04-22 12:44:00,824,270,419,1,1,NONSTRUCTURAL FIRE,Educational,STATEN ISLAND,10452,9,40.693536,-73.914232,2015,4,Wed,12
2023-02-14 08:43:00,898,429,321,3,2,UNUSUAL INCIDENT,Educational,QUEENS,11368,50,40.845496,-74.08936,2023,2,Thu,8
2019-02-09 20:48:00,591,108,199,3,1,STRUCTURAL FIRE,Residential - Single Family,BROOKLYN,10001,21,40.687222,-73.947054,2019,2,Mon,20
2021-01-13 22:31:00,1043,245,579,1,2,OUTSIDE FIRE,Storage,BROOKLYN,10451,10,40.502035,-73.831124,2021,1,Sat,22
2017-10-21 20:33:00,802,319,455,1,0,CAR FIRE,Transportation,BROOKLYN,10451,44,40.664605,-74.146873,2017,10,Fri,20
2022-04-07 07:34:00,724,225,404,5,2,MAJOR FIRE,Residential - Single Family,BRONX,11201,3,40.631859,-73.923113,2022,4,Sun,7
2018-11-09 21:21:00,1236,634,321,2,1,OUTSIDE FIRE,Assembly,MANHATTAN,10451,32,40.779124,-73.752143,2018,11,Tue,21
2021-06-09 01:03:00,941,184,458,1,1,APPLIANCE FIRE,Storage,BROOKLYN,10302,19,40.728567,-74.144189,2021,6,Sat,1
2022-11-26 06:11:00,635,269,332,2,2,NONSTRUCTURAL FIRE,Residential - Multifamily,BRONX,10452,34,40.739331,-74.048726,2022,11,Fri,6
2017-02-26 13:08:00,720,213,355,3,0,STRUCTURAL FIRE,Healthcare,BRONX,10031,41,40.705986,-73.794362,2017,2,Sat,13
2017-12-03 11:27:00,745,290,327,2,2,NONSTRUCTURAL FIRE,Residential - Single Family,QUEENS,10302,28,40.549831,-74.240585,2017,12,Wed,11
2017-01-01 20:26:00,1176,266,708,2,0,APPLIANCE FIRE,Assembly,BRONX,10452,5,40.544704,-74.257329,2017,1,Tue,20
2020-05-13 16:03:00,1162,623,434,1,0,MAJOR FIRE,Commercial - Office,QUEENS,11368,26,40.741215,-73.804079,2020,5,Mon,16
2024-02-22 01:14:00,864,454,155,2,1,CAR FIRE,Assembly,QUEENS,11368,2,40.883144,-74.020537,2024,2,Mon,1
2019-06-24 03:04:00,506,220,228,3,1,NONSTRUCTURAL FIRE,Assembly,QUEENS,11368,45,40.822892,-73.760253,2019,6,Thu,3
2023-07-01 02:02:00,319,114,200,3,1,OUTSIDE FIRE,Residential - Single Family,BROOKLYN,10002,7,40.809311,-73.847656,2023,7,Fri,2
2018-09-17 23:15:00,994,256,549,3,0,NONSTRUCTURAL FIRE,Transportation,QUEENS,10302,9,40.624974,-74.218106,2018,9,Wed,23
2018-01-16 07:16:00,1205,436,561,2,2,UTILITY EMERGENCY,Healthcare,BROOKLYN,11205,2,40.846184,-73.826829,2018,1,Fri,7
2018-02-09 16:46:00,682,224,297,2,0,STRUCTURAL FIRE,Educational,BRONX,11368,16,40.739272,-74.191369,2018,2,Mon,16
2016-07-21 06:19:00,557,216,225,1,1,CAR FIRE,Transportation,BROOKLYN,10002,19,40.80997,-74.257514,2016,7,Sat,6
2023-06-14 11:16:00,707,411,273,2,1,NONSTRUCTURAL FIRE,Transportation,QUEENS,10002,14,40.754551,-74.030788,2023,6,Tue,11
2018-07-28 05:10:00,817,294,455,3,1,CAR FIRE,Commercial - Mercantile,MANHATTAN,10302,40,40.773757,-73.892554,2018,7,Sat,5
2015-08-22 19:44:00,1005,539,364,1,1,APPLIANCE FIRE,Assembly,QUEENS,10301,42,40.516547,-73.736749,2015,8,Thu,19
2020-12-09 14:17:00,902,224,400,2,2,CAR FIRE,Residential - Single Family,QUEENS,10451,38,40.672066,-73.818882,2020,12,Sun,14
2023-05-18 22:06:00,746,493,219,2,3,OUTSIDE FIRE,Assembly,BROOKLYN,10452,21,40.677293,-74.140623,2023,5,Sun,22
2021-12-21 03:12:00,642,243,287,3,3,CAR FIRE,Transportation,BRONX,11368,33,40.592513,-73.866025,2021,12,Sun,3
2023-08-13 06:39:00,919,459,297,2,4,STRUCTURAL FIRE,Industrial,BRONX,10302,15,40.812566,-73.815357,2023,8,Tue,6
2017-12-22 08:01:00,1322,486,803,4,2,NONSTRUCTURAL FIRE,Assembly,BROOKLYN,11201,21,40.633961,-73.836245,2017,12,Wed,8
2020-02-04 03:47:00,397,106,280,3,0,UNUSUAL INCIDENT,Assembly,BRONX,10452,15,40.650889,-74.248437,2020,2,Mon,3
2022-12-22 19:58:00,778,305,443,2,1,CAR FIRE,Storage,MANHATTAN,11201,23,40.751506,-74.070986,2022,12,Tue,19
2017-12-17 04:01:00,1232,424,544,4,1,GARBAGE FIRE,Educational,BRONX,11205,39,40.595436,-74.060273,2017,12,Fri,4
2019-06-13 22:40:00,607,142,262,3,2,UNUSUAL INCIDENT,Healthcare,BROOKLYN,10302,9,40.50572,-73.896477,2019,6,Wed,22
2019-02-26 02:54:00,846,391,200,2,0,APPLIANCE FIRE,Residential - Single Family,STATEN ISLAND,10302,12,40.677866,-74.052733,2019,2,Mon,2
2022-10-07 21:31:00,863,416,289,1,0,UTILITY EMERGENCY,Healthcare,QUEENS,11368,29,40.774274,-74.071399,2022,10,Tue,21
2020-06-21 00:26:00,711,428,245,5,0,GARBAGE FIRE,Healthcare,BROOKLYN,10302,44,40.826174,-73.794744,2020,6,Mon,0
2019-05-27 10:20:00,936,238,552,2,0,ELECTRICAL FIRE,Commercial - Office,BROOKLYN,10031,41,40.717679,-73.920017,2019,5,Tue,10
2018-08-26 22:37:00,903,402,318,3,2,GARBAGE FIRE,Commercial - Office,QUEENS,10451,50,40.847503,-74.141642,2018,8,Sun,22
2015-06-01 20:29:00,968,245,614,2,2,MAJOR FIRE,Residential - Multifamily,MANHATTAN,11201,31,40.872114,-74.180241,2015,6,Mon,20
2016-07-27 13:10:00,526,249,257,1,0,STRUCTURAL FIRE,Commercial - Mercantile,BROOKLYN,11205,24,40.707056,-74.18222,2016,7,Sat,13
2018-11-15 17:18:00,682,209,343,2,3,UTILITY EMERGENCY,Educational,BRONX,11368,13,40.660213,-74.230884,2018,11,Thu,17
2021-02-27 06:09:00,632,193,317,2,1,CAR FIRE,Residential - Single Family,BRONX,10301,30,40.568111,-73.855015,2021,2,Sat,6
2023-03-12 16:11:00,1023,477,341,4,2,OUTSIDE FIRE,Healthcare,QUEENS,10451,18,40.720776,-74.178285,2023,3,Tue,16
2017-06-01 05:03:00,928,140,587,1,2,ELECTRICAL FIRE,Commercial - Mercantile,QUEENS,10301,11,40.527486,-73.72914,2017,6,Fri,5
2022-04-20 01:15:00,922,270,371,1,2,ELECTRICAL FIRE,Residential - Single Family,MANHATTAN,10001,15,40.828583,-73.700481,2022,4,Thu,1
2015-07-20 13:04:00,703,185,439,2,1,MAJOR FIRE,Healthcare,QUEENS,11368,14,40.664752,-73.841944,2015,7,Sat,13
2021-10-24 04:04:00,790,154,473,6,1,UTILITY EMERGENCY,Commercial - Mercantile,BROOKLYN,10002,38,40.712123,-74.162494,2021,10,Sat,4
2015-07-22 07:45:00,1169,459,483,4,0,UTILITY EMERGENCY,Residential - Multifamily,BRONX,10451,45,40.856097,-73.751106,2015,7,Mon,7
2016-01-09 12:31:00,1069,200,618,2,1,GARBAGE FIRE,Commercial - Mercantile,BRONX,10452,33,40.572581,-73.721658,2016,1,Sun,12
2015-08-21 16:02:00,665,229,346,1,1,GARBAGE FIRE,Residential - Multifamily,BRONX,11205,5,40.880196,-74.122382,2015,8,Fri,16
2020-07-14 18:27:00,949,321,351,2,2,STRUCTURAL FIRE,Residential - Single Family,MANHATTAN,11368,33,40.572684,-73.840125,2020,7,Thu,18
2021-08-18 04:12:00,785,367,276,2,3,CAR FIRE,Assembly,BROOKLYN,11205,50,40.723213,-73.729109,2021,8,Sat,4
2015-05-07 15:31:00,559,236,188,1,2,UNUSUAL INCIDENT,Storage,BRONX,10001,40,40.608221,-74.014105,2015,5,Sat,15
2022-03-08 21:52:00,897,381,304,3,2,UTILITY EMERGENCY,Residential - Multifamily,BROOKLYN,10301,45,40.536984,-74.01136,2022,3,Fri,21
2022-02-08 09:55:00,704,182,496,2,2,MAJOR FIRE,Residential - Single Family,QUEENS,10451,4,40.80646,-74.148409,2022,2,Tue,9
2015-07-10 22:09:00,421,84,289,2,0,STRUCTURAL FIRE,Assembly,STATEN ISLAND,10301,16,40.865367,-73.733893,2015,7,Sat,22
2016-09-25 21:13:00,1309,274,822,2,2,UNUSUAL INCIDENT,Educational,BROOKLYN,10452,9,40.56935,-74.226726,2016,9,Thu,21
2019-03-09 00:07:00,635,428,202,1,0,APPLIANCE FIRE,Commercial - Office,BRONX,10031,10,40.843142,-73.876753,2019,3,Sun,0
2021-03-18 23:16:00,658,335,231,3,0,GARBAGE FIRE,Commercial - Office,QUEENS,10301,22,40.519613,-73.799557,2021,3,Tue,23
2016-07-05 06:55:00,1103,225,633,1,1,NONSTRUCTURAL FIRE,Storage,QUEENS,10302,26,40.647497,-73.859704,2016,7,Mon,6
2018-06-19 12:00:00,345,77,233,3,1,NONSTRUCTURAL FIRE,Commercial - Mercantile,QUEENS,10451,5,40.852712,-74.182383,2018,6,Sat,12
2018-06-14 17:34:00,856,222,542,3,1,ELECTRICAL FIRE,Transportation,BRONX,10031,23,40.539811,-74.065336,2018,6,Wed,17
2017-12-05 17:00:00,1047,336,674,1,2,STRUCTURAL FIRE,Commercial - Mercantile,MANHATTAN,11368,23,40.837135,-74.038268,2017,12,Wed,17
2023-12-04 17:03:00,851,347,347,1,0,ELECTRICAL FIRE,Transportation,MANHATTAN,10452,16,40.501667,-73.96414,2023,12,Sat,17
2016-03-10 14:59:00,755,166,290,3,0,UTILITY EMERGENCY,Educational,MANHATTAN,11368,35,40.854986,-73.931035,2016,3,Mon,14
2019-11-28 23:43:00,677,406,240,2,2,STRUCTURAL FIRE,Educational,BROOKLYN,10302,3,40.662637,-73.971627,2019,11,Wed,23
2022-09-02 18:35:00,957,233,460,3,0,NONSTRUCTURAL FIRE,Residential - Single Family,MANHATTAN,10001,15,40.695795,-74.041956,2022,9,Tue,18
2022-05-25 22:39:00,1120,182,660,2,0,NONSTRUCTURAL FIRE,Assembly,MANHATTAN,10001,18,40.613108,-74.247552,2022,5,Thu,22
