COLLISION_ID,CRASH_DATE,CRASH_TIME,BOROUGH,ZIP_CODE,LATITUDE,LONGITUDE,NUMBER_OF_PERSONS_INJURED,NUMBER_OF_PERSONS_KILLED,NUMBER_OF_PEDESTRIANS_INJURED,NUMBER_OF_CYCLIST_INJURED,NUMBER_OF_MOTORIST_INJURED,CONTRIBUTING_FACTOR_VEHICLE_1,CONTRIBUTING_FACTOR_VEHICLE_2,VEHICLE_TYPE_CODE_1,VEHICLE_TYPE_CODE_2,YEAR,MONTH,DAY_OF_WEEK,HOUR,IS_WEEKEND
4002990,10/20/2015,02:45,BRONX,10488,40.558876,-74.04802,0,0,0,0,0,Unspecified,Passing Too Closely,Ambulance,Van,2015,10,Thu,2,0
4002991,07/13/2018,19:53,QUEENS,11262,40.675451,-74.15768,1,0,1,0,0,Failure to Yield,Failure to Yield,Bike,,2018,7,Sun,19,1
4002992,12/18/2023,02:55,BROOKLYN,10292,40.809701,-73.959215,0,0,0,0,0,Passing Too Closely,Failure to Yield,Station Wagon/SUV,Station Wagon/SUV,2023,12,Sat,2,0
4002993,10/27/2022,21:05,BRONX,10489,40.655845,-73.797275,2,0,0,1,1,Traffic Control Disregarded,Backing Unsafely,Station Wagon/SUV,Ambulance,2022,10,Sun,21,1
4002994,11/24/2019,17:33,QUEENS,10704,40.85621,-73.760904,0,0,0,0,0,Backing Unsafely,Driver Inattention,Station Wagon/SUV,Sedan,2019,11,Sat,17,0
4002995,09/21/2017,11:35,BROOKLYN,11490,40.572445,-74.238197,0,0,0,0,0,Unsafe Lane Changing,Traffic Control Disregarded,Motorcycle,Ambulance,2017,9,Fri,11,0
4002996,08/24/2016,16:42,QUEENS,11194,40.655817,-74.049739,0,0,0,0,0,Unspecified,Traffic Control Disregarded,Motorcycle,Bike,2016,8,Thu,16,0
4002997,12/20/2022,22:04,BROOKLYN,10542,40.523877,-74.050036,1,0,0,0,1,Passing Too Closely,Unsafe Speed,Van,Ambulance,2022,12,Sat,22,1
4002998,11/20/2022,16:40,QUEENS,10999,40.527858,-73.849789,0,0,0,0,0,Unsafe Speed,Passing Too Closely,Sedan,,2022,11,Fri,16,0
4002999,11/15/2019,07:20,BROOKLYN,10518,40.729943,-73.795952,1,0,0,0,1,Failure to Yield,Unsafe Speed,Van,Pick-up Truck,2019,11,Sat,7,0
4003000,12/12/2021,00:49,MANHATTAN,10335,40.810387,-74.071844,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention,Sedan,Van,2021,12,Sat,0,0
4003001,05/11/2015,16:22,BROOKLYN,11048,40.878923,-73.996748,0,0,0,0,0,Unspecified,Unsafe Speed,Station Wagon/SUV,Bike,2015,5,Tue,16,1
4003002,02/13/2020,21:59,BROOKLYN,10759,40.646083,-74.212033,2,0,2,0,0,Backing Unsafely,Driver Inattention,Sedan,Bus,2020,2,Sat,21,0
4003003,06/05/2024,08:34,QUEENS,11053,40.804138,-74.211941,0,0,0,0,0,Traffic Control Disregarded,Unsafe Speed,Station Wagon/SUV,Sedan,2024,6,Tue,8,1
4003004,07/11/2023,10:00,BRONX,10618,40.516506,-73.852406,2,0,0,0,2,Unsafe Speed,Traffic Control Disregarded,Sedan,,2023,7,Sat,10,0
4003005,10/17/2021,12:42,BRONX,10237,40.584434,-73.796957,0,0,0,0,0,Failure to Yield,Backing Unsafely,E-Bike,Bus,2021,10,Wed,12,0
4003006,07/26/2019,02:58,BRONX,11168,40.685564,-74.105062,0,0,0,0,0,Unsafe Speed,Unspecified,Taxi,,2019,7,Thu,2,0
4003007,05/19/2020,17:34,BROOKLYN,10951,40.826271,-73.947165,1,0,0,0,1,Traffic Control Disregarded,Passing Too Closely,Sedan,Bus,2020,5,Sun,17,0
4003008,10/08/2021,09:18,QUEENS,10073,40.635939,-73.961321,5,0,2,2,1,Pavement Slippery,Backing Unsafely,Station Wagon/SUV,Bus,2021,10,Sun,9,0
4003009,09/04/2020,14:53,QUEENS,10454,40.87904,-73.76513,3,0,0,1,2,Unspecified,Unsafe Speed,E-Bike,Pick-up Truck,2020,9,Wed,14,0
4003010,06/16/2019,00:57,BRONX,11614,40.785019,-74.220795,0,0,0,0,0,Failure to Yield,Following Too Closely,Station Wagon/SUV,Motorcycle,2019,6,Sun,0,1
4003011,10/14/2016,05:29,QUEENS,10913,40.704107,-73.907391,0,0,0,0,0,Traffic Control Disregarded,Following Too Closely,Station Wagon/SUV,,2016,10,Mon,5,0
4003012,09/01/2017,20:41,MANHATTAN,10824,40.734959,-74.079403,1,0,1,0,0,Alcohol Involvement,Passing Too Closely,Station Wagon/SUV,Bike,2017,9,Wed,20,1
4003013,08/22/2018,14:05,MANHATTAN,11564,40.734422,-73.830567,1,0,1,0,0,Backing Unsafely,Failure to Yield,Station Wagon/SUV,Motorcycle,2018,8,Tue,14,0
4003014,10/06/2019,06:41,QUEENS,10007,40.754413,-74.176297,1,0,0,1,0,Following Too Closely,Backing Unsafely,Van,Taxi,2019,10,Mon,6,1
4003015,09/18/2015,20:53,BROOKLYN,11693,40.818431,-73.873061,0,0,0,0,0,Backing Unsafely,Pavement Slippery,Station Wagon/SUV,Taxi,2015,9,Mon,20,0
4003016,01/24/2024,05:30,MANHATTAN,10669,40.814303,-73.769202,2,0,1,1,0,Passing Too Closely,Driver Inattention,Van,Sedan,2024,1,Wed,5,0
4003017,11/20/2021,14:59,BRONX,10573,40.688979,-73.7939,2,0,1,1,0,Traffic Control Disregarded,Alcohol Involvement,Bike,Pick-up Truck,2021,11,Thu,14,0
4003018,02/28/2022,17:43,BROOKLYN,10066,40.689989,-73.726733,2,0,1,0,1,Failure to Yield,Traffic Control Disregarded,Bike,Pick-up Truck,2022,2,Fri,17,1
4003019,08/12/2021,12:58,MANHATTAN,10500,40.722799,-74.189398,0,0,0,0,0,Alcohol Involvement,Driver Inattention,E-Bike,E-Bike,2021,8,Fri,12,0
4003020,06/08/2019,00:13,BROOKLYN,10926,40.57642,-73.90722,0,0,0,0,0,Traffic Control Disregarded,Passing Too Closely,Pick-up Truck,Motorcycle,2019,6,Wed,0,0
4003021,01/08/2015,21:15,QUEENS,10428,40.749033,-74.220974,0,0,0,0,0,Failure to Yield,Failure to Yield,Sedan,Ambulance,2015,1,Sun,21,0
4003022,11/19/2023,17:56,QUEENS,10568,40.836094,-73.962977,0,0,0,0,0,Driver Inattention,Unspecified,Sedan,Bus,2023,11,Wed,17,0
4003023,10/14/2016,02:59,BROOKLYN,10108,40.650393,-73.998514,0,0,0,0,0,Following Too Closely,Unspecified,Station Wagon/SUV,Motorcycle,2016,10,Thu,2,0
4003024,01/05/2024,11:28,BROOKLYN,10202,40.660811,-74.155634,0,0,0,0,0,Pavement Slippery,Driver Inattention,Station Wagon/SUV,Station Wagon/SUV,2024,1,Wed,11,0
4003025,11/24/2015,00:38,MANHATTAN,11458,40.74694,-74.222534,0,0,0,0,0,Alcohol Involvement,Backing Unsafely,Sedan,E-Bike,2015,11,Mon,0,0
4003026,01/01/2016,23:41,STATEN ISLAND,11635,40.674417,-73.765996,0,0,0,0,0,Pavement Slippery,Passing Too Closely,Station Wagon/SUV,Station Wagon/SUV,2016,1,Wed,23,0
4003027,03/26/2018,06:39,BROOKLYN,11617,40.574521,-73.926664,0,0,0,0,0,Following Too Closely,Traffic Control Disregarded,Station Wagon/SUV,Taxi,2018,3,Thu,6,0
4003028,09/20/2016,07:18,BRONX,11506,40.544836,-74.00002,0,0,0,0,0,Driver Inattention,Driver Inattention,Van,Van,2016,9,Sat,7,1
4003029,06/03/2020,14:20,BRONX,10098,40.746421,-74.022933,0,0,0,0,0,Traffic Control Disregarded,Pavement Slippery,Sedan,Sedan,2020,6,Thu,14,0
4003030,02/06/2022,04:32,BROOKLYN,10357,40.665556,-73.901317,0,0,0,0,0,Unspecified,Pavement Slippery,Bike,Motorcycle,2022,2,Thu,4,0
4003031,08/11/2023,21:29,QUEENS,11273,40.822907,-74.074305,0,0,0,0,0,Alcohol Involvement,Failure to Yield,Van,Pick-up Truck,2023,8,Thu,21,0
4003032,11/10/2022,02:13,BROOKLYN,10562,40.797867,-73.853425,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Sedan,Motorcycle,2022,11,Fri,2,0
4003033,10/08/2022,06:30,STATEN ISLAND,10696,40.872626,-74.153149,1,0,1,0,0,Unsafe Lane Changing,Driver Inattention,Station Wagon/SUV,Taxi,2022,10,Thu,6,0
4003034,03/09/2023,03:25,QUEENS,10656,40.722745,-74.14106,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention,Taxi,Ambulance,2023,3,Sat,3,1
4003035,01/07/2022,01:54,QUEENS,10325,40.563789,-73.753064,2,0,1,1,0,Passing Too Closely,Backing Unsafely,Station Wagon/SUV,Ambulance,2022,1,Fri,1,0
4003036,10/11/2016,06:17,QUEENS,10117,40.612521,-74.064683,1,0,0,0,1,Unspecified,Following Too Closely,Sedan,Bike,2016,10,Tue,6,0
4003037,06/03/2021,21:03,BROOKLYN,11485,40.879465,-73.828016,2,0,0,0,2,Backing Unsafely,Alcohol Involvement,Station Wagon/SUV,Bus,2021,6,Thu,21,0
4003038,04/21/2017,00:35,BROOKLYN,11552,40.624083,-74.235977,0,0,0,0,0,Driver Inattention,Unspecified,Sedan,Motorcycle,2017,4,Mon,0,0
4003039,06/05/2015,10:12,QUEENS,11352,40.696958,-73.982243,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Van,Taxi,2015,6,Thu,10,0
4003040,12/01/2024,08:52,MANHATTAN,10619,40.671454,-74.009237,0,0,0,0,0,Following Too Closely,Pavement Slippery,Station Wagon/SUV,Ambulance,2024,12,Mon,8,0
4003041,08/14/2023,09:36,BROOKLYN,10108,40.867928,-74.219991,1,0,1,0,0,Traffic Control Disregarded,Backing Unsafely,Station Wagon/SUV,Motorcycle,2023,8,Sat,9,0
4003042,04/14/2022,18:09,QUEENS,10589,40.817466,-73.860918,3,0,0,2,1,Pavement Slippery,Traffic Control Disregarded,Motorcycle,Station Wagon/SUV,2022,4,Wed,18,0
4003043,04/18/2020,14:36,STATEN ISLAND,11545,40.514593,-74.076454,0,0,0,0,0,Traffic Control Disregarded,Unsafe Speed,E-Bike,Bus,2020,4,Wed,14,0
4003044,11/23/2016,09:29,BRONX,10679,40.691124,-73.819526,2,0,1,0,1,Driver Inattention,Unspecified,Station Wagon/SUV,Van,2016,11,Sat,9,0
4003045,06/04/2015,16:57,BRONX,10882,40.703237,-74.119381,1,0,0,0,1,Driver Inattention,Pavement Slippery,Sedan,Van,2015,6,Fri,16,0
4003046,02/19/2024,11:59,QUEENS,10482,40.527825,-74.087328,1,0,0,0,1,Unsafe Lane Changing,Passing Too Closely,Station Wagon/SUV,Station Wagon/SUV,2024,2,Mon,11,1
4003047,03/15/2020,22:40,BRONX,11076,40.645643,-74.196792,1,0,0,1,0,Pavement Slippery,Unspecified,Bike,Station Wagon/SUV,2020,3,Sat,22,0
4003048,02/20/2019,03:03,QUEENS,11161,40.67103,-74.144481,0,0,0,0,0,Alcohol Involvement,Traffic Control Disregarded,Station Wagon/SUV,Sedan,2019,2,Sun,3,0
4003049,12/16/2016,13:09,BROOKLYN,11474,40.847637,-73.725734,1,0,1,0,0,Driver Inattention,Unspecified,Sedan,E-Bike,2016,12,Sat,13,0
4003050,09/07/2015,18:41,BROOKLYN,10972,40.893531,-73.908508,0,0,0,0,0,Unsafe Lane Changing,Driver Inattention,E-Bike,Station Wagon/SUV,2015,9,Mon,18,1
4003051,04/28/2017,23:43,STATEN ISLAND,11326,40.639179,-73.805809,2,0,0,0,2,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Ambulance,2017,4,Wed,23,0
4003052,12/16/2019,12:39,QUEENS,10837,40.717866,-74.204325,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Sedan,2019,12,Wed,12,0
4003053,03/20/2023,23:39,QUEENS,10520,40.883282,-73.993712,0,0,0,0,0,Unspecified,Following Too Closely,Taxi,Bus,2023,3,Thu,23,0
4003054,11/09/2022,03:27,MANHATTAN,10926,40.692939,-74.255239,1,0,0,0,1,Driver Inattention,Unspecified,Sedan,Ambulance,2022,11,Sun,3,0
4003055,02/07/2023,06:01,BROOKLYN,10716,40.631145,-74.211654,1,0,1,1,0,Alcohol Involvement,Following Too Closely,Taxi,Sedan,2023,2,Fri,6,0
4003056,01/02/2019,17:26,STATEN ISLAND,11539,40.546007,-74.166369,0,0,0,0,0,Unspecified,Pavement Slippery,Sedan,Van,2019,1,Mon,17,0
4003057,02/10/2018,10:59,BRONX,10501,40.744798,-73.887599,0,0,0,0,0,Alcohol Involvement,Unsafe Speed,Bike,Bike,2018,2,Tue,10,0
4003058,04/13/2017,12:28,BRONX,10882,40.756986,-73.964239,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,Sedan,Taxi,2017,4,Sat,12,0
4003059,11/04/2017,16:05,BROOKLYN,11182,40.688935,-73.787259,0,0,0,0,0,Failure to Yield,Alcohol Involvement,Sedan,Pick-up Truck,2017,11,Tue,16,0
4003060,12/04/2018,14:22,MANHATTAN,10916,40.790319,-74.00751,1,0,0,1,0,Pavement Slippery,Alcohol Involvement,Sedan,Ambulance,2018,12,Fri,14,0
4003061,04/19/2019,14:11,BROOKLYN,10167,40.702906,-73.924557,0,0,0,0,0,Unsafe Speed,Passing Too Closely,Sedan,Motorcycle,2019,4,Tue,14,0
4003062,07/17/2024,16:40,BROOKLYN,10736,40.800957,-73.908167,1,0,0,0,1,Passing Too Closely,Unsafe Speed,Station Wagon/SUV,Motorcycle,2024,7,Sat,16,1
4003063,03/28/2021,04:07,BROOKLYN,11647,40.554761,-74.218573,1,0,0,0,1,Backing Unsafely,Backing Unsafely,Sedan,Bike,2021,3,Sun,4,0
4003064,07/25/2023,08:09,QUEENS,11201,40.537336,-73.773049,0,0,0,0,0,Passing Too Closely,Unspecified,Sedan,Bike,2023,7,Wed,8,1
4003065,12/14/2018,03:16,MANHATTAN,10871,40.811023,-73.989821,0,0,0,0,0,Unsafe Speed,Following Too Closely,Sedan,,2018,12,Sat,3,0
4003066,04/05/2019,19:00,BRONX,11241,40.834558,-73.87389,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,Motorcycle,Bike,2019,4,Thu,19,0
4003067,09/09/2019,06:02,BRONX,10738,40.588137,-74.011428,0,0,0,0,0,Unsafe Lane Changing,Backing Unsafely,Sedan,Bike,2019,9,Sun,6,0
4003068,07/24/2018,09:43,BROOKLYN,10949,40.527151,-73.944317,0,0,0,0,0,Failure to Yield,Unsafe Speed,Pick-up Truck,Pick-up Truck,2018,7,Wed,9,0
4003069,02/26/2017,00:45,QUEENS,10718,40.527674,-73.994924,0,0,0,0,0,Unsafe Speed,Backing Unsafely,Van,Motorcycle,2017,2,Sun,0,0
4003070,09/14/2021,01:27,QUEENS,11380,40.596288,-73.890183,0,0,0,0,0,Traffic Control Disregarded,Backing Unsafely,Sedan,,2021,9,Wed,1,0
4003071,09/07/2019,22:41,BROOKLYN,10491,40.722803,-74.197615,1,0,1,0,0,Driver Inattention,Unsafe Speed,Station Wagon/SUV,E-Bike,2019,9,Fri,22,1
4003072,02/14/2016,09:35,BRONX,11248,40.75619,-73.900559,2,0,1,0,1,Passing Too Closely,Following Too Closely,Sedan,Station Wagon/SUV,2016,2,Wed,9,1
4003073,08/01/2023,07:58,BROOKLYN,11421,40.850539,-73.823619,0,0,0,0,0,Traffic Control Disregarded,Failure to Yield,Taxi,E-Bike,2023,8,Fri,7,0
4003074,07/12/2015,18:47,QUEENS,10811,40.849377,-74.222873,0,0,0,0,0,Following Too Closely,Unsafe Lane Changing,Motorcycle,Motorcycle,2015,7,Fri,18,1
4003075,01/20/2018,00:25,BROOKLYN,11100,40.84669,-73.938046,2,0,1,1,0,Following Too Closely,Following Too Closely,Sedan,Bike,2018,1,Mon,0,0
4003076,12/04/2021,01:57,BRONX,10097,40.60049,-74.217395,1,0,1,0,0,Driver Inattention,Driver Inattention,Station Wagon/SUV,Ambulance,2021,12,Sun,1,0
4003077,12/20/2022,15:24,QUEENS,11377,40.722248,-74.112244,0,0,0,0,0,Unsafe Speed,Failure to Yield,Sedan,,2022,12,Sat,15,0
4003078,01/24/2024,01:33,BRONX,10553,40.752299,-74.122899,0,0,0,0,0,Pavement Slippery,Traffic Control Disregarded,Station Wagon/SUV,Motorcycle,2024,1,Thu,1,0
4003079,08/06/2020,23:02,BROOKLYN,11449,40.694399,-73.753522,0,0,0,0,0,Unsafe Speed,Failure to Yield,Station Wagon/SUV,Ambulance,2020,8,Fri,23,0
4003080,10/01/2021,03:56,MANHATTAN,10768,40.510325,-74.136989,1,0,1,0,0,Pavement Slippery,Unsafe Lane Changing,Bus,Station Wagon/SUV,2021,10,Sun,3,0
4003081,05/20/2023,15:27,BROOKLYN,10869,40.652277,-74.11792,0,0,0,0,0,Unsafe Lane Changing,Failure to Yield,E-Bike,Bike,2023,5,Tue,15,1
4003082,09/26/2020,18:54,BRONX,10516,40.557683,-74.017724,2,0,0,0,2,Traffic Control Disregarded,Passing Too Closely,Pick-up Truck,Ambulance,2020,9,Tue,18,0
4003083,03/11/2021,07:28,BROOKLYN,10813,40.506563,-74.212448,0,0,0,0,0,Following Too Closely,Pavement Slippery,Sedan,Pick-up Truck,2021,3,Fri,7,0
4003084,03/23/2016,16:12,BROOKLYN,11552,40.546698,-74.046319,3,0,1,1,1,Driver Inattention,Driver Inattention,Sedan,Ambulance,2016,3,Thu,16,0
4003085,08/12/2021,02:41,BROOKLYN,10505,40.812296,-73.929555,2,0,1,0,1,Passing Too Closely,Driver Inattention,Ambulance,,2021,8,Mon,2,0
4003086,05/13/2021,16:38,BROOKLYN,10568,40.778175,-74.172496,1,0,0,0,1,Pavement Slippery,Traffic Control Disregarded,Pick-up Truck,Pick-up Truck,2021,5,Wed,16,1
4003087,01/27/2016,02:52,BRONX,11023,40.715197,-73.737782,0,0,0,0,0,Unspecified,Failure to Yield,Station Wagon/SUV,Ambulance,2016,1,Thu,2,0
4003088,09/25/2019,11:19,BROOKLYN,10943,40.840853,-74.080189,0,0,0,0,0,Alcohol Involvement,Unsafe Speed,Ambulance,Sedan,2019,9,Tue,11,0
4003089,02/18/2018,05:54,QUEENS,11341,40.667928,-74.073769,0,0,0,0,0,Pavement Slippery,Unsafe Speed,Sedan,Station Wagon/SUV,2018,2,Mon,5,0
4003090,07/14/2021,13:21,BROOKLYN,10174,40.622926,-74.011688,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Ambulance,E-Bike,2021,7,Wed,13,0
4003091,11/18/2018,07:12,BROOKLYN,10412,40.667732,-74.109204,1,0,0,0,1,Following Too Closely,Driver Inattention,Sedan,Pick-up Truck,2018,11,Mon,7,1
4003092,08/21/2023,05:07,BROOKLYN,11669,40.558091,-73.877444,1,0,0,0,1,Unsafe Speed,Driver Inattention,Motorcycle,,2023,8,Fri,5,1
4003093,04/28/2023,12:56,QUEENS,10072,40.766506,-74.052457,1,0,0,0,1,Passing Too Closely,Failure to Yield,Station Wagon/SUV,,2023,4,Thu,12,0
4003094,03/05/2019,20:41,BROOKLYN,10760,40.69937,-74.100828,1,0,1,0,0,Driver Inattention,Unsafe Lane Changing,Station Wagon/SUV,Station Wagon/SUV,2019,3,Fri,20,0
4003095,12/07/2022,01:18,BROOKLYN,11190,40.895734,-74.208902,0,0,0,0,0,Failure to Yield,Unsafe Lane Changing,Sedan,Pick-up Truck,2022,12,Mon,1,0
4003096,01/20/2017,04:04,MANHATTAN,10619,40.76603,-73.864317,1,0,0,0,1,Unsafe Lane Changing,Unsafe Speed,Van,Pick-up Truck,2017,1,Sun,4,0
4003097,12/20/2018,21:04,BRONX,10125,40.770236,-73.957481,0,0,0,0,0,Alcohol Involvement,Unspecified,Pick-up Truck,Pick-up Truck,2018,12,Wed,21,0
4003098,10/02/2016,23:33,MANHATTAN,11458,40.777182,-73.722762,2,0,1,1,0,Following Too Closely,Traffic Control Disregarded,Station Wagon/SUV,Bus,2016,10,Sat,23,0
4003099,07/18/2017,08:48,BRONX,10081,40.551968,-74.166093,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Sedan,Bus,2017,7,Mon,8,1
4003100,07/14/2018,00:33,MANHATTAN,10531,40.873045,-74.117258,0,0,0,0,0,Unspecified,Unsafe Speed,Station Wagon/SUV,Bike,2018,7,Sun,0,0
4003101,09/15/2023,11:10,BRONX,10105,40.665433,-73.758445,0,0,0,0,0,Backing Unsafely,Passing Too Closely,Station Wagon/SUV,Bus,2023,9,Tue,11,0
4003102,11/04/2018,15:53,QUEENS,11472,40.604887,-73.711177,1,0,0,1,0,Traffic Control Disregarded,Unsafe Lane Changing,Station Wagon/SUV,Taxi,2018,11,Sun,15,0
4003103,11/18/2015,17:37,QUEENS,11641,40.515414,-74.17119,1,0,0,0,1,Driver Inattention,Driver Inattention,Sedan,Bike,2015,11,Sat,17,0
4003104,06/02/2016,14:06,MANHATTAN,11249,40.795524,-74.184614,0,0,0,0,0,Failure to Yield,Passing Too Closely,Sedan,Van,2016,6,Thu,14,1
4003105,04/26/2021,09:15,BROOKLYN,11295,40.758932,-73.722229,2,0,0,0,2,Unsafe Lane Changing,Following Too Closely,Sedan,E-Bike,2021,4,Mon,9,0
4003106,01/04/2016,08:17,QUEENS,10061,40.651018,-73.719789,0,0,0,0,0,Following Too Closely,Backing Unsafely,Taxi,Pick-up Truck,2016,1,Sun,8,1
4003107,06/15/2017,04:05,QUEENS,10545,40.642226,-73.785916,0,0,0,0,0,Failure to Yield,Alcohol Involvement,E-Bike,,2017,6,Wed,4,0
4003108,12/12/2024,09:49,QUEENS,11599,40.740207,-73.934068,1,0,1,1,0,Passing Too Closely,Unspecified,Taxi,Bus,2024,12,Mon,9,1
4003109,02/19/2017,15:52,MANHATTAN,10906,40.532531,-73.832826,1,0,0,0,1,Unsafe Lane Changing,Backing Unsafely,Station Wagon/SUV,E-Bike,2017,2,Tue,15,0
4003110,10/10/2022,22:50,BROOKLYN,10208,40.890661,-73.824589,0,0,0,0,0,Alcohol Involvement,Driver Inattention,Pick-up Truck,Sedan,2022,10,Sun,22,0
4003111,09/04/2021,19:59,QUEENS,11321,40.604138,-74.044732,1,0,0,0,1,Unsafe Speed,Unsafe Lane Changing,Station Wagon/SUV,Bus,2021,9,Mon,19,1
4003112,07/10/2015,05:00,MANHATTAN,10127,40.632713,-73.904292,2,0,2,0,0,Driver Inattention,Traffic Control Disregarded,Station Wagon/SUV,Pick-up Truck,2015,7,Fri,5,1
4003113,01/27/2022,09:22,STATEN ISLAND,11137,40.643319,-73.733743,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,Taxi,Motorcycle,2022,1,Mon,9,0
4003114,04/23/2017,13:49,BRONX,10905,40.839087,-74.037729,0,0,0,0,0,Failure to Yield,Driver Inattention,Station Wagon/SUV,Taxi,2017,4,Mon,13,0
4003115,05/03/2019,16:37,BROOKLYN,10463,40.523879,-74.111198,0,0,0,0,0,Failure to Yield,Following Too Closely,Station Wagon/SUV,E-Bike,2019,5,Thu,16,0
4003116,03/17/2021,10:07,QUEENS,10806,40.691871,-73.834108,1,0,0,0,1,Alcohol Involvement,Following Too Closely,Motorcycle,E-Bike,2021,3,Sun,10,1
4003117,09/12/2017,05:11,QUEENS,10067,40.829395,-73.733143,1,0,0,0,1,Backing Unsafely,Following Too Closely,Sedan,,2017,9,Sun,5,1
4003118,09/27/2022,13:04,MANHATTAN,11618,40.849392,-73.941088,3,0,2,1,0,Unspecified,Unspecified,Taxi,,2022,9,Sun,13,1
4003119,09/12/2022,18:54,BROOKLYN,11465,40.748859,-73.904777,1,0,0,0,1,Following Too Closely,Pavement Slippery,Taxi,Sedan,2022,9,Mon,18,1
4003120,02/04/2023,09:42,BROOKLYN,10111,40.648036,-74.091041,0,0,0,0,0,Unspecified,Unsafe Speed,Bike,E-Bike,2023,2,Fri,9,0
4003121,03/07/2020,23:26,BROOKLYN,10928,40.767666,-74.038783,3,0,1,0,2,Alcohol Involvement,Unspecified,Taxi,,2020,3,Mon,23,1
4003122,10/02/2016,12:44,STATEN ISLAND,10228,40.608285,-73.953325,0,0,0,0,0,Unsafe Speed,Traffic Control Disregarded,Sedan,,2016,10,Sun,12,0
4003123,07/28/2022,23:56,QUEENS,10248,40.558504,-73.769397,1,0,0,0,1,Alcohol Involvement,Failure to Yield,Station Wagon/SUV,Van,2022,7,Sun,23,1
4003124,06/10/2024,06:59,MANHATTAN,11093,40.593828,-73.763842,0,0,0,0,0,Backing Unsafely,Unspecified,Station Wagon/SUV,,2024,6,Thu,6,1
4003125,08/26/2016,07:49,QUEENS,11072,40.794146,-73.897479,2,0,1,0,1,Backing Unsafely,Unsafe Lane Changing,E-Bike,Station Wagon/SUV,2016,8,Wed,7,0
4003126,12/02/2023,02:20,STATEN ISLAND,10065,40.839247,-73.944744,1,0,0,1,0,Unsafe Lane Changing,Backing Unsafely,Sedan,Ambulance,2023,12,Fri,2,0
4003127,01/06/2016,14:46,MANHATTAN,10056,40.615738,-73.949824,0,0,0,0,0,Alcohol Involvement,Unsafe Lane Changing,Station Wagon/SUV,Van,2016,1,Thu,14,0
4003128,12/05/2021,16:42,QUEENS,11653,40.84899,-74.249638,1,0,0,0,1,Backing Unsafely,Passing Too Closely,Sedan,Ambulance,2021,12,Sun,16,1
4003129,08/20/2017,15:36,BRONX,11158,40.765251,-73.899406,2,0,2,1,0,Traffic Control Disregarded,Following Too Closely,Station Wagon/SUV,Taxi,2017,8,Sat,15,1
4003130,12/06/2015,23:12,BRONX,10471,40.643949,-74.129449,0,1,0,0,0,Unspecified,Alcohol Involvement,Sedan,E-Bike,2015,12,Sun,23,0
4003131,01/11/2022,04:18,QUEENS,10431,40.900815,-74.098928,1,0,1,1,0,Alcohol Involvement,Unsafe Speed,Sedan,E-Bike,2022,1,Sun,4,0
4003132,06/28/2021,10:58,BRONX,10911,40.560161,-73.72259,0,0,0,0,0,Failure to Yield,Following Too Closely,Pick-up Truck,Bike,2021,6,Sun,10,1
4003133,12/25/2017,10:58,MANHATTAN,11073,40.830016,-74.109437,3,0,1,1,1,Driver Inattention,Backing Unsafely,E-Bike,Ambulance,2017,12,Mon,10,0
4003134,08/04/2015,18:12,MANHATTAN,11085,40.768358,-73.741267,4,0,2,0,2,Traffic Control Disregarded,Passing Too Closely,Motorcycle,,2015,8,Sun,18,0
4003135,10/21/2024,14:57,MANHATTAN,10009,40.896697,-73.978668,0,0,0,0,0,Unsafe Speed,Alcohol Involvement,Sedan,Bus,2024,10,Mon,14,0
4003136,07/09/2018,13:21,MANHATTAN,10572,40.842728,-74.206454,0,0,0,0,0,Driver Inattention,Failure to Yield,Motorcycle,Station Wagon/SUV,2018,7,Sun,13,0
4003137,03/01/2019,10:45,MANHATTAN,10880,40.686788,-74.169177,0,0,0,0,0,Passing Too Closely,Unsafe Lane Changing,Station Wagon/SUV,Sedan,2019,3,Tue,10,0
4003138,07/10/2017,10:31,BRONX,10986,40.840659,-74.165372,2,0,1,0,1,Traffic Control Disregarded,Unsafe Speed,Taxi,Motorcycle,2017,7,Wed,10,0
4003139,03/19/2019,11:02,BRONX,10081,40.500254,-74.08995,1,0,1,0,0,Alcohol Involvement,Driver Inattention,Station Wagon/SUV,Ambulance,2019,3,Thu,11,0
4003140,11/17/2015,23:08,BROOKLYN,11190,40.52053,-74.051862,0,0,0,0,0,Backing Unsafely,Failure to Yield,Sedan,,2015,11,Sun,23,1
4003141,03/05/2021,05:37,STATEN ISLAND,10037,40.703273,-73.999949,0,0,0,0,0,Unspecified,Pavement Slippery,Sedan,Pick-up Truck,2021,3,Sat,5,0
